"","POW_LGA_CODE_2021","LGAName","Occupation","NumPeople","Sex"
"989","26170","South Gippsland","Clerical and Administrative Workers",992,"F"
"990","26170","South Gippsland","Sales Workers",628,"F"
"991","26170","South Gippsland","Machinery Operators and Drivers",55,"F"
"992","26170","South Gippsland","Labourers",533,"F"
"993","26260","Southern Grampians","Managers",1044,"M"
"994","26260","Southern Grampians","Professionals",436,"M"
"995","26260","Southern Grampians","Technicians and Trades Workers",762,"M"
"996","26260","Southern Grampians","Community and Personal Service Workers",209,"M"
"997","26260","Southern Grampians","Clerical and Administrative Workers",132,"M"
"998","26260","Southern Grampians","Sales Workers",285,"M"
"999","26260","Southern Grampians","Machinery Operators and Drivers",332,"M"
"1000","26260","Southern Grampians","Labourers",550,"M"
"1001","26260","Southern Grampians","Managers",571,"F"
"1002","26260","Southern Grampians","Professionals",908,"F"
"1003","26260","Southern Grampians","Technicians and Trades Workers",170,"F"
"1004","26260","Southern Grampians","Community and Personal Service Workers",708,"F"
"1005","26260","Southern Grampians","Clerical and Administrative Workers",661,"F"
"1006","26260","Southern Grampians","Sales Workers",410,"F"
"1007","26260","Southern Grampians","Machinery Operators and Drivers",29,"F"
"1008","26260","Southern Grampians","Labourers",353,"F"
"1009","26350","Stonnington","Managers",4862,"M"
"1010","26350","Stonnington","Professionals",7566,"M"
"1011","26350","Stonnington","Technicians and Trades Workers",4027,"M"
"1012","26350","Stonnington","Community and Personal Service Workers",2298,"M"
"1013","26350","Stonnington","Clerical and Administrative Workers",1418,"M"
"1014","26350","Stonnington","Sales Workers",2963,"M"
"1015","26350","Stonnington","Machinery Operators and Drivers",681,"M"
"1016","26350","Stonnington","Labourers",1999,"M"
"1017","26350","Stonnington","Managers",4500,"F"
"1018","26350","Stonnington","Professionals",9896,"F"
"1019","26350","Stonnington","Technicians and Trades Workers",1679,"F"
"1020","26350","Stonnington","Community and Personal Service Workers",5393,"F"
"1021","26350","Stonnington","Clerical and Administrative Workers",5085,"F"
"1022","26350","Stonnington","Sales Workers",5720,"F"
"1023","26350","Stonnington","Machinery Operators and Drivers",205,"F"
"1024","26350","Stonnington","Labourers",1426,"F"
"1025","26430","Strathbogie","Managers",617,"M"
"1026","26430","Strathbogie","Professionals",172,"M"
"1027","26430","Strathbogie","Technicians and Trades Workers",423,"M"
"1028","26430","Strathbogie","Community and Personal Service Workers",97,"M"
"1029","26430","Strathbogie","Clerical and Administrative Workers",58,"M"
"1030","26430","Strathbogie","Sales Workers",101,"M"
"1031","26430","Strathbogie","Machinery Operators and Drivers",157,"M"
"1032","26430","Strathbogie","Labourers",396,"M"
"1033","26430","Strathbogie","Managers",362,"F"
"1034","26430","Strathbogie","Professionals",300,"F"
"1035","26430","Strathbogie","Technicians and Trades Workers",128,"F"
"1036","26430","Strathbogie","Community and Personal Service Workers",360,"F"
"1037","26430","Strathbogie","Clerical and Administrative Workers",277,"F"
"1038","26430","Strathbogie","Sales Workers",178,"F"
"1039","26430","Strathbogie","Machinery Operators and Drivers",12,"F"
"1040","26430","Strathbogie","Labourers",316,"F"
"1041","26490","Surf Coast","Managers",1208,"M"
"1042","26490","Surf Coast","Professionals",914,"M"
"1043","26490","Surf Coast","Technicians and Trades Workers",1384,"M"
"1044","26490","Surf Coast","Community and Personal Service Workers",398,"M"
"1045","26490","Surf Coast","Clerical and Administrative Workers",186,"M"
"1046","26490","Surf Coast","Sales Workers",436,"M"
"1047","26490","Surf Coast","Machinery Operators and Drivers",276,"M"
"1048","26490","Surf Coast","Labourers",711,"M"
"1049","26490","Surf Coast","Managers",765,"F"
"1050","26490","Surf Coast","Professionals",1354,"F"
"1051","26490","Surf Coast","Technicians and Trades Workers",333,"F"
"1052","26490","Surf Coast","Community and Personal Service Workers",1349,"F"
"1053","26490","Surf Coast","Clerical and Administrative Workers",958,"F"
"1054","26490","Surf Coast","Sales Workers",807,"F"
"1055","26490","Surf Coast","Machinery Operators and Drivers",32,"F"
"1056","26490","Surf Coast","Labourers",500,"F"
"1057","26610","Swan Hill","Managers",1257,"M"
"1058","26610","Swan Hill","Professionals",505,"M"
"1059","26610","Swan Hill","Technicians and Trades Workers",1023,"M"
"1060","26610","Swan Hill","Community and Personal Service Workers",219,"M"
"1061","26610","Swan Hill","Clerical and Administrative Workers",155,"M"
"1062","26610","Swan Hill","Sales Workers",329,"M"
"1063","26610","Swan Hill","Machinery Operators and Drivers",589,"M"
"1064","26610","Swan Hill","Labourers",1117,"M"
"1065","26610","Swan Hill","Managers",524,"F"
"1066","26610","Swan Hill","Professionals",1026,"F"
"1067","26610","Swan Hill","Technicians and Trades Workers",203,"F"
"1068","26610","Swan Hill","Community and Personal Service Workers",843,"F"
"1069","26610","Swan Hill","Clerical and Administrative Workers",869,"F"
"1070","26610","Swan Hill","Sales Workers",508,"F"
"1071","26610","Swan Hill","Machinery Operators and Drivers",52,"F"
"1072","26610","Swan Hill","Labourers",649,"F"
"1073","26670","Towong","Managers",420,"M"
"1074","26670","Towong","Professionals",111,"M"
"1075","26670","Towong","Technicians and Trades Workers",153,"M"
"1076","26670","Towong","Community and Personal Service Workers",65,"M"
"1077","26670","Towong","Clerical and Administrative Workers",14,"M"
"1078","26670","Towong","Sales Workers",44,"M"
"1079","26670","Towong","Machinery Operators and Drivers",108,"M"
"1080","26670","Towong","Labourers",197,"M"
"1081","26670","Towong","Managers",263,"F"
"1082","26670","Towong","Professionals",224,"F"
"1083","26670","Towong","Technicians and Trades Workers",58,"F"
"1084","26670","Towong","Community and Personal Service Workers",175,"F"
"1085","26670","Towong","Clerical and Administrative Workers",167,"F"
"1086","26670","Towong","Sales Workers",77,"F"
"1087","26670","Towong","Machinery Operators and Drivers",14,"F"
"1088","26670","Towong","Labourers",120,"F"
"1089","26700","Wangaratta","Managers",1195,"M"
"1090","26700","Wangaratta","Professionals",816,"M"
"1091","26700","Wangaratta","Technicians and Trades Workers",1424,"M"
"1092","26700","Wangaratta","Community and Personal Service Workers",447,"M"
"1093","26700","Wangaratta","Clerical and Administrative Workers",234,"M"
"1094","26700","Wangaratta","Sales Workers",403,"M"
"1095","26700","Wangaratta","Machinery Operators and Drivers",691,"M"
"1096","26700","Wangaratta","Labourers",971,"M"
"1097","26700","Wangaratta","Managers",752,"F"
"1098","26700","Wangaratta","Professionals",2000,"F"
"1099","26700","Wangaratta","Technicians and Trades Workers",332,"F"
"1100","26700","Wangaratta","Community and Personal Service Workers",1379,"F"
"1101","26700","Wangaratta","Clerical and Administrative Workers",1204,"F"
"1102","26700","Wangaratta","Sales Workers",806,"F"
"1103","26700","Wangaratta","Machinery Operators and Drivers",103,"F"
"1104","26700","Wangaratta","Labourers",580,"F"
"1105","26730","Warrnambool","Managers",1002,"M"
"1106","26730","Warrnambool","Professionals",1252,"M"
"1107","26730","Warrnambool","Technicians and Trades Workers",1763,"M"
"1108","26730","Warrnambool","Community and Personal Service Workers",647,"M"
"1109","26730","Warrnambool","Clerical and Administrative Workers",368,"M"
"1110","26730","Warrnambool","Sales Workers",728,"M"
"1111","26730","Warrnambool","Machinery Operators and Drivers",749,"M"
"1112","26730","Warrnambool","Labourers",1214,"M"
"1113","26730","Warrnambool","Managers",723,"F"
"1114","26730","Warrnambool","Professionals",2492,"F"
"1115","26730","Warrnambool","Technicians and Trades Workers",468,"F"
"1116","26730","Warrnambool","Community and Personal Service Workers",1907,"F"
"1117","26730","Warrnambool","Clerical and Administrative Workers",1698,"F"
"1118","26730","Warrnambool","Sales Workers",1276,"F"
"1119","26730","Warrnambool","Machinery Operators and Drivers",86,"F"
"1120","26730","Warrnambool","Labourers",836,"F"
"1121","26810","Wellington","Managers",1894,"M"
"1122","26810","Wellington","Professionals",1177,"M"
"1123","26810","Wellington","Technicians and Trades Workers",2115,"M"
"1124","26810","Wellington","Community and Personal Service Workers",696,"M"
"1125","26810","Wellington","Clerical and Administrative Workers",259,"M"
"1126","26810","Wellington","Sales Workers",486,"M"
"1127","26810","Wellington","Machinery Operators and Drivers",945,"M"
"1128","26810","Wellington","Labourers",1258,"M"
"1129","26810","Wellington","Managers",1122,"F"
"1130","26810","Wellington","Professionals",1879,"F"
"1131","26810","Wellington","Technicians and Trades Workers",471,"F"
"1132","26810","Wellington","Community and Personal Service Workers",1793,"F"
"1133","26810","Wellington","Clerical and Administrative Workers",1400,"F"
"1134","26810","Wellington","Sales Workers",958,"F"
"1135","26810","Wellington","Machinery Operators and Drivers",101,"F"
"1136","26810","Wellington","Labourers",825,"F"
"1137","26890","West Wimmera","Managers",542,"M"
"1138","26890","West Wimmera","Professionals",50,"M"
"1139","26890","West Wimmera","Technicians and Trades Workers",116,"M"
"1140","26890","West Wimmera","Community and Personal Service Workers",29,"M"
"1141","26890","West Wimmera","Clerical and Administrative Workers",17,"M"
"1142","26890","West Wimmera","Sales Workers",23,"M"
"1143","26890","West Wimmera","Machinery Operators and Drivers",92,"M"
"1144","26890","West Wimmera","Labourers",146,"M"
"1145","26890","West Wimmera","Managers",228,"F"
"1146","26890","West Wimmera","Professionals",152,"F"
"1147","26890","West Wimmera","Technicians and Trades Workers",21,"F"
"1148","26890","West Wimmera","Community and Personal Service Workers",94,"F"
"1149","26890","West Wimmera","Clerical and Administrative Workers",96,"F"
"1150","26890","West Wimmera","Sales Workers",32,"F"
"1151","26890","West Wimmera","Machinery Operators and Drivers",13,"F"
"1152","26890","West Wimmera","Labourers",85,"F"
"1153","26980","Whitehorse","Managers",5495,"M"
"1154","26980","Whitehorse","Professionals",9728,"M"
"1155","26980","Whitehorse","Technicians and Trades Workers",5768,"M"
"1156","26980","Whitehorse","Community and Personal Service Workers",2714,"M"
"1157","26980","Whitehorse","Clerical and Administrative Workers",2616,"M"
"1158","26980","Whitehorse","Sales Workers",2810,"M"
"1159","26980","Whitehorse","Machinery Operators and Drivers",1751,"M"
"1160","26980","Whitehorse","Labourers",2734,"M"
"1161","26980","Whitehorse","Managers",3831,"F"
"1162","26980","Whitehorse","Professionals",14179,"F"
"1163","26980","Whitehorse","Technicians and Trades Workers",1568,"F"
"1164","26980","Whitehorse","Community and Personal Service Workers",6419,"F"
"1165","26980","Whitehorse","Clerical and Administrative Workers",8049,"F"
"1166","26980","Whitehorse","Sales Workers",3644,"F"
"1167","26980","Whitehorse","Machinery Operators and Drivers",363,"F"
"1168","26980","Whitehorse","Labourers",1656,"F"
"1169","27070","Whittlesea","Managers",5037,"M"
"1170","27070","Whittlesea","Professionals",4817,"M"
"1171","27070","Whittlesea","Technicians and Trades Workers",8028,"M"
"1172","27070","Whittlesea","Community and Personal Service Workers",1927,"M"
"1173","27070","Whittlesea","Clerical and Administrative Workers",1868,"M"
"1174","27070","Whittlesea","Sales Workers",3146,"M"
"1175","27070","Whittlesea","Machinery Operators and Drivers",5423,"M"
"1176","27070","Whittlesea","Labourers",5068,"M"
"1177","27070","Whittlesea","Managers",2647,"F"
"1178","27070","Whittlesea","Professionals",8600,"F"
"1179","27070","Whittlesea","Technicians and Trades Workers",1450,"F"
"1180","27070","Whittlesea","Community and Personal Service Workers",6068,"F"
"1181","27070","Whittlesea","Clerical and Administrative Workers",6299,"F"
"1182","27070","Whittlesea","Sales Workers",4751,"F"
"1183","27070","Whittlesea","Machinery Operators and Drivers",669,"F"
"1184","27070","Whittlesea","Labourers",2671,"F"
"1185","27170","Wodonga","Managers",1515,"M"
"1186","27170","Wodonga","Professionals",1347,"M"
"1187","27170","Wodonga","Technicians and Trades Workers",2968,"M"
"1188","27170","Wodonga","Community and Personal Service Workers",845,"M"
"1189","27170","Wodonga","Clerical and Administrative Workers",501,"M"
"1190","27170","Wodonga","Sales Workers",653,"M"
"1191","27170","Wodonga","Machinery Operators and Drivers",1856,"M"
"1192","27170","Wodonga","Labourers",1479,"M"
"1193","27170","Wodonga","Managers",875,"F"
"1194","27170","Wodonga","Professionals",2500,"F"
"1195","27170","Wodonga","Technicians and Trades Workers",449,"F"
"1196","27170","Wodonga","Community and Personal Service Workers",1932,"F"
"1197","27170","Wodonga","Clerical and Administrative Workers",1810,"F"
"1198","27170","Wodonga","Sales Workers",1114,"F"
"1199","27170","Wodonga","Machinery Operators and Drivers",197,"F"
"1200","27170","Wodonga","Labourers",764,"F"
"1201","27260","Wyndham","Managers",5994,"M"
"1202","27260","Wyndham","Professionals",5902,"M"
"1203","27260","Wyndham","Technicians and Trades Workers",8291,"M"
"1204","27260","Wyndham","Community and Personal Service Workers",2211,"M"
"1205","27260","Wyndham","Clerical and Administrative Workers",2963,"M"
"1206","27260","Wyndham","Sales Workers",3314,"M"
"1207","27260","Wyndham","Machinery Operators and Drivers",12687,"M"
"1208","27260","Wyndham","Labourers",5673,"M"
"1209","27260","Wyndham","Managers",3231,"F"
"1210","27260","Wyndham","Professionals",9261,"F"
"1211","27260","Wyndham","Technicians and Trades Workers",1657,"F"
"1212","27260","Wyndham","Community and Personal Service Workers",7336,"F"
"1213","27260","Wyndham","Clerical and Administrative Workers",6656,"F"
"1214","27260","Wyndham","Sales Workers",5195,"F"
"1215","27260","Wyndham","Machinery Operators and Drivers",2246,"F"
"1216","27260","Wyndham","Labourers",2922,"F"
"1217","27350","Yarra","Managers",9121,"M"
"1218","27350","Yarra","Professionals",16260,"M"
"1219","27350","Yarra","Technicians and Trades Workers",6419,"M"
"1220","27350","Yarra","Community and Personal Service Workers",2913,"M"
"1221","27350","Yarra","Clerical and Administrative Workers",3303,"M"
"1222","27350","Yarra","Sales Workers",3051,"M"
"1223","27350","Yarra","Machinery Operators and Drivers",1555,"M"
"1224","27350","Yarra","Labourers",2578,"M"
"1225","27350","Yarra","Managers",7717,"F"
"1226","27350","Yarra","Professionals",18988,"F"
"1227","27350","Yarra","Technicians and Trades Workers",2236,"F"
"1228","27350","Yarra","Community and Personal Service Workers",5053,"F"
"1229","27350","Yarra","Clerical and Administrative Workers",7973,"F"
"1230","27350","Yarra","Sales Workers",4084,"F"
"1231","27350","Yarra","Machinery Operators and Drivers",301,"F"
"1232","27350","Yarra","Labourers",1426,"F"
"1233","27450","Yarra Ranges","Managers",3458,"M"
"1234","27450","Yarra Ranges","Professionals",3023,"M"
"1235","27450","Yarra Ranges","Technicians and Trades Workers",5982,"M"
"1236","27450","Yarra Ranges","Community and Personal Service Workers",1307,"M"
"1237","27450","Yarra Ranges","Clerical and Administrative Workers",790,"M"
"1238","27450","Yarra Ranges","Sales Workers",1504,"M"
"1239","27450","Yarra Ranges","Machinery Operators and Drivers",1998,"M"
"1240","27450","Yarra Ranges","Labourers",3354,"M"
"1241","27450","Yarra Ranges","Managers",2497,"F"
"1242","27450","Yarra Ranges","Professionals",4794,"F"
"1243","27450","Yarra Ranges","Technicians and Trades Workers",1475,"F"
"1244","27450","Yarra Ranges","Community and Personal Service Workers",4977,"F"
"1245","27450","Yarra Ranges","Clerical and Administrative Workers",4064,"F"
"1246","27450","Yarra Ranges","Sales Workers",2907,"F"
"1247","27450","Yarra Ranges","Machinery Operators and Drivers",321,"F"
"1248","27450","Yarra Ranges","Labourers",2105,"F"
"1249","27630","Yarriambiack","Managers",533,"M"
"1250","27630","Yarriambiack","Professionals",92,"M"
"1251","27630","Yarriambiack","Technicians and Trades Workers",223,"M"
"1252","27630","Yarriambiack","Community and Personal Service Workers",63,"M"
"1253","27630","Yarriambiack","Clerical and Administrative Workers",38,"M"
"1254","27630","Yarriambiack","Sales Workers",74,"M"
"1255","27630","Yarriambiack","Machinery Operators and Drivers",162,"M"
"1256","27630","Yarriambiack","Labourers",201,"M"
"1257","27630","Yarriambiack","Managers",186,"F"
"1258","27630","Yarriambiack","Professionals",240,"F"
"1259","27630","Yarriambiack","Technicians and Trades Workers",39,"F"
"1260","27630","Yarriambiack","Community and Personal Service Workers",296,"F"
"1261","27630","Yarriambiack","Clerical and Administrative Workers",189,"F"
"1262","27630","Yarriambiack","Sales Workers",94,"F"
"1263","27630","Yarriambiack","Machinery Operators and Drivers",10,"F"
"1264","27630","Yarriambiack","Labourers",104,"F"
"1265","29399","Unincorporated Vic","Managers",203,"M"
"1266","29399","Unincorporated Vic","Professionals",62,"M"
"1267","29399","Unincorporated Vic","Technicians and Trades Workers",192,"M"
"1268","29399","Unincorporated Vic","Community and Personal Service Workers",324,"M"
"1269","29399","Unincorporated Vic","Clerical and Administrative Workers",23,"M"
"1270","29399","Unincorporated Vic","Sales Workers",96,"M"
"1271","29399","Unincorporated Vic","Machinery Operators and Drivers",208,"M"
"1272","29399","Unincorporated Vic","Labourers",166,"M"
"1273","29399","Unincorporated Vic","Managers",157,"F"
"1274","29399","Unincorporated Vic","Professionals",69,"F"
"1275","29399","Unincorporated Vic","Technicians and Trades Workers",44,"F"
"1276","29399","Unincorporated Vic","Community and Personal Service Workers",365,"F"
"1277","29399","Unincorporated Vic","Clerical and Administrative Workers",106,"F"
"1278","29399","Unincorporated Vic","Sales Workers",143,"F"
"1279","29399","Unincorporated Vic","Machinery Operators and Drivers",76,"F"
"1280","29399","Unincorporated Vic","Labourers",134,"F"
"1281","29499","No usual address (Vic.)","Managers",8266,"M"
"1282","29499","No usual address (Vic.)","Professionals",8626,"M"
"1283","29499","No usual address (Vic.)","Technicians and Trades Workers",44012,"M"
"1284","29499","No usual address (Vic.)","Community and Personal Service Workers",3979,"M"
"1285","29499","No usual address (Vic.)","Clerical and Administrative Workers",2545,"M"
"1286","29499","No usual address (Vic.)","Sales Workers",2157,"M"
"1287","29499","No usual address (Vic.)","Machinery Operators and Drivers",9460,"M"
"1288","29499","No usual address (Vic.)","Labourers",16821,"M"
"1289","29499","No usual address (Vic.)","Managers",2945,"F"
"1290","29499","No usual address (Vic.)","Professionals",8961,"F"
"1291","29499","No usual address (Vic.)","Technicians and Trades Workers",2433,"F"
"1292","29499","No usual address (Vic.)","Community and Personal Service Workers",10111,"F"
"1293","29499","No usual address (Vic.)","Clerical and Administrative Workers",4342,"F"
"1294","29499","No usual address (Vic.)","Sales Workers",2538,"F"
"1295","29499","No usual address (Vic.)","Machinery Operators and Drivers",720,"F"
"1296","29499","No usual address (Vic.)","Labourers",5993,"F"
"1297","29799","Migratory - Offshore - Shipping (Vic.)","Managers",6,"M"
"1298","29799","Migratory - Offshore - Shipping (Vic.)","Professionals",34,"M"
"1299","29799","Migratory - Offshore - Shipping (Vic.)","Technicians and Trades Workers",53,"M"
"1300","29799","Migratory - Offshore - Shipping (Vic.)","Community and Personal Service Workers",7,"M"
"1301","29799","Migratory - Offshore - Shipping (Vic.)","Clerical and Administrative Workers",4,"M"
"1302","29799","Migratory - Offshore - Shipping (Vic.)","Sales Workers",0,"M"
"1303","29799","Migratory - Offshore - Shipping (Vic.)","Machinery Operators and Drivers",26,"M"
"1304","29799","Migratory - Offshore - Shipping (Vic.)","Labourers",45,"M"
"1305","29799","Migratory - Offshore - Shipping (Vic.)","Managers",0,"F"
"1306","29799","Migratory - Offshore - Shipping (Vic.)","Professionals",4,"F"
"1307","29799","Migratory - Offshore - Shipping (Vic.)","Technicians and Trades Workers",0,"F"
"1308","29799","Migratory - Offshore - Shipping (Vic.)","Community and Personal Service Workers",11,"F"
"1309","29799","Migratory - Offshore - Shipping (Vic.)","Clerical and Administrative Workers",0,"F"
"1310","29799","Migratory - Offshore - Shipping (Vic.)","Sales Workers",0,"F"
"1311","29799","Migratory - Offshore - Shipping (Vic.)","Machinery Operators and Drivers",0,"F"
"1312","29799","Migratory - Offshore - Shipping (Vic.)","Labourers",0,"F"
